date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:16:09	5053/5053	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/css/jquery.fancybox.css	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/css/jquery.fancybox.css	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:09	6951/6951	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/css/magnific-popup.css	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/css/magnific-popup.css	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:10	81356/81356	---M-Z	200	added ('OK')	text/css	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/css/style.css	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/css/style.css	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:10	15932/15932	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/blog.html	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/blog.html	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:11	22579/22579	---M-Z	200	added ('OK')	text/html	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/blog-details.html	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/blog-details.html	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:13	47026/47026	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/couple/img-1.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/couple/img-1.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:16	41692/41692	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/couple/img-2.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/couple/img-2.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:17	23521/23521	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-1.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-1.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:19	12783/12783	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-5.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-5.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:22	53806/53806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-2.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-2.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:24	47626/47626	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-7.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-7.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:24	53116/53116	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-3.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-3.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:26	20664/20664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/events/img-1.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/events/img-1.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:26	50194/50194	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-8.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/story/img-8.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
13:16:27	24565/24565	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Aug%202021%2002:15:32%20GMT	http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/events/img-2.jpg	C:/My%20Web%20Sites/wedding/irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/images/events/img-2.jpg	(from http://irsfoundation.com/tf/templates/wedding/lovely-wedding/lovely-wedding/index-8.html)
